Year,State,Type,Length,Expense,Value
2016,Kentucky,Private,4-year,Room/Board,8738
2016,Kentucky,Public In-State,2-year,Fees/Tuition,3650
2016,Kentucky,Public In-State,4-year,Fees/Tuition,9490
2016,Kentucky,Public In-State,4-year,Room/Board,9212
2016,Kentucky,Public Out-of-State,2-year,Fees/Tuition,12478
2016,Kentucky,Public Out-of-State,4-year,Fees/Tuition,22321
2016,Kentucky,Public Out-of-State,4-year,Room/Board,9212
2016,Louisiana,Private,4-year,Fees/Tuition,32733
2016,Louisiana,Private,4-year,Room/Board,11918
2016,Louisiana,Public In-State,2-year,Fees/Tuition,3919
2016,Louisiana,Public In-State,4-year,Fees/Tuition,8162
2016,Louisiana,Public In-State,4-year,Room/Board,9126
2016,Louisiana,Public Out-of-State,2-year,Fees/Tuition,7292
2016,Louisiana,Public Out-of-State,4-year,Fees/Tuition,23099
2016,Louisiana,Public Out-of-State,4-year,Room/Board,9126
2016,Maine,Private,4-year,Fees/Tuition,34277
2016,Maine,Private,4-year,Room/Board,12301
2016,Maine,Public In-State,2-year,Fees/Tuition,3648
2016,Maine,Public In-State,4-year,Fees/Tuition,9186
2016,Maine,Public In-State,4-year,Room/Board,9581
2016,Maine,Public Out-of-State,2-year,Fees/Tuition,6396
2016,Maine,Public Out-of-State,4-year,Fees/Tuition,25598
2016,Maine,Public Out-of-State,4-year,Room/Board,9581
2016,Maryland,Private,4-year,Fees/Tuition,38352
2016,Maryland,Private,4-year,Room/Board,13661
2016,Maryland,Public In-State,2-year,Fees/Tuition,3816
2016,Maryland,Public In-State,4-year,Fees/Tuition,8942
2016,Maryland,Public In-State,4-year,Room/Board,11134
2016,Maryland,Public Out-of-State,2-year,Fees/Tuition,9147
2016,Maryland,Public Out-of-State,4-year,Fees/Tuition,21768
2016,Maryland,Public Out-of-State,4-year,Room/Board,11134
2016,Massachusetts,Private,4-year,Fees/Tuition,40761
2016,Massachusetts,Private,4-year,Room/Board,14263
2016,Massachusetts,Public In-State,2-year,Fees/Tuition,4559
2016,Massachusetts,Public In-State,4-year,Fees/Tuition,11670
2016,Massachusetts,Public In-State,4-year,Room/Board,11719
2016,Massachusetts,Public Out-of-State,2-year,Fees/Tuition,9944
2016,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,27736
2016,Massachusetts,Public Out-of-State,4-year,Room/Board,11719
2016,Michigan,Private,4-year,Fees/Tuition,22018
2016,Michigan,Private,4-year,Room/Board,8936
2016,Michigan,Public In-State,2-year,Fees/Tuition,3179
2016,Michigan,Public In-State,4-year,Fees/Tuition,11708
2016,Michigan,Public In-State,4-year,Room/Board,9673
2016,Michigan,Public Out-of-State,2-year,Fees/Tuition,6590
2016,Michigan,Public Out-of-State,4-year,Fees/Tuition,34863
2016,Michigan,Public Out-of-State,4-year,Room/Board,9673
2016,Minnesota,Private,4-year,Fees/Tuition,29377
2016,Minnesota,Private,4-year,Room/Board,9753
2016,Minnesota,Public In-State,2-year,Fees/Tuition,5332
2016,Minnesota,Public In-State,4-year,Fees/Tuition,10701
2016,Minnesota,Public In-State,4-year,Room/Board,8564
2016,Minnesota,Public Out-of-State,2-year,Fees/Tuition,5975
2016,Minnesota,Public Out-of-State,4-year,Fees/Tuition,18295
2016,Minnesota,Public Out-of-State,4-year,Room/Board,8564
2016,Mississippi,Private,4-year,Fees/Tuition,16438
2016,Mississippi,Private,4-year,Room/Board,7596
2016,Mississippi,Public In-State,2-year,Fees/Tuition,2645
2016,Mississippi,Public In-State,4-year,Fees/Tuition,7175
2016,Mississippi,Public In-State,4-year,Room/Board,9259
2016,Mississippi,Public Out-of-State,2-year,Fees/Tuition,4810
2016,Mississippi,Public Out-of-State,4-year,Fees/Tuition,18516
2016,Mississippi,Public Out-of-State,4-year,Room/Board,9259
2016,Missouri,Private,4-year,Fees/Tuition,22416
2016,Missouri,Private,4-year,Room/Board,9276
2016,Missouri,Public In-State,2-year,Fees/Tuition,3016
2016,Missouri,Public In-State,4-year,Fees/Tuition,8178
2016,Missouri,Public In-State,4-year,Room/Board,9240
2016,Missouri,Public Out-of-State,2-year,Fees/Tuition,5814
2016,Missouri,Public Out-of-State,4-year,Fees/Tuition,19860
2016,Missouri,Public Out-of-State,4-year,Room/Board,9240
2016,Montana,Private,4-year,Fees/Tuition,22961
2016,Montana,Private,4-year,Room/Board,8278
2016,Montana,Public In-State,2-year,Fees/Tuition,3310
2016,Montana,Public In-State,4-year,Fees/Tuition,6443
2016,Montana,Public In-State,4-year,Room/Board,8411
2016,Montana,Public Out-of-State,2-year,Fees/Tuition,9177
2016,Montana,Public Out-of-State,4-year,Fees/Tuition,22145
2016,Montana,Public Out-of-State,4-year,Room/Board,8411
2016,Nebraska,Private,4-year,Fees/Tuition,21641
2016,Nebraska,Private,4-year,Room/Board,8233
2016,Nebraska,Public In-State,2-year,Fees/Tuition,2852
2016,Nebraska,Public In-State,4-year,Fees/Tuition,7446
2016,Nebraska,Public In-State,4-year,Room/Board,9315
2016,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3910
2016,Nebraska,Public Out-of-State,4-year,Fees/Tuition,18651
2016,Nebraska,Public Out-of-State,4-year,Room/Board,9315
2016,Nevada,Private,4-year,Fees/Tuition,18827
2016,Nevada,Private,4-year,Room/Board,13475
2016,Nevada,Public In-State,2-year,Fees/Tuition,2805
2016,Nevada,Public In-State,4-year,Fees/Tuition,5298
2016,Nevada,Public In-State,4-year,Room/Board,10272
2016,Nevada,Public Out-of-State,2-year,Fees/Tuition,9450
2016,Nevada,Public Out-of-State,4-year,Fees/Tuition,20355
2016,Nevada,Public Out-of-State,4-year,Room/Board,10272
2016,New Hampshire,Private,4-year,Fees/Tuition,31979
2016,New Hampshire,Private,4-year,Room/Board,12966
2016,New Hampshire,Public In-State,2-year,Fees/Tuition,6999
2016,New Hampshire,Public In-State,4-year,Fees/Tuition,14986
2016,New Hampshire,Public In-State,4-year,Room/Board,11022
2016,New Hampshire,Public Out-of-State,2-year,Fees/Tuition,15204
2016,New Hampshire,Public Out-of-State,4-year,Fees/Tuition,26795
2016,New Hampshire,Public Out-of-State,4-year,Room/Board,11022
2016,New Jersey,Private,4-year,Fees/Tuition,34040
2016,New Jersey,Private,4-year,Room/Board,12795
2016,New Jersey,Public In-State,2-year,Fees/Tuition,4223
2016,New Jersey,Public In-State,4-year,Fees/Tuition,13021
2016,New Jersey,Public In-State,4-year,Room/Board,12523
2016,New Jersey,Public Out-of-State,2-year,Fees/Tuition,7462
2016,New Jersey,Public Out-of-State,4-year,Fees/Tuition,27358
2016,New Jersey,Public Out-of-State,4-year,Room/Board,12523
2016,New Mexico,Private,4-year,Fees/Tuition,20532
2016,New Mexico,Private,4-year,Room/Board,9864
2016,New Mexico,Public In-State,2-year,Fees/Tuition,1553
2016,New Mexico,Public In-State,4-year,Fees/Tuition,6262
2016,New Mexico,Public In-State,4-year,Room/Board,8767
2016,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4909
2016,New Mexico,Public Out-of-State,4-year,Fees/Tuition,15842
2016,New Mexico,Public Out-of-State,4-year,Room/Board,8767
2016,New York,Private,4-year,Fees/Tuition,36361
2016,New York,Private,4-year,Room/Board,13935
2016,New York,Public In-State,2-year,Fees/Tuition,4969
2016,New York,Public In-State,4-year,Fees/Tuition,7647
2016,New York,Public In-State,4-year,Room/Board,13843
2016,New York,Public Out-of-State,2-year,Fees/Tuition,8756
2016,New York,Public Out-of-State,4-year,Fees/Tuition,20305
2016,New York,Public Out-of-State,4-year,Room/Board,13843
2016,North Carolina,Private,4-year,Fees/Tuition,29307
2016,North Carolina,Private,4-year,Room/Board,11225
2016,North Carolina,Public In-State,2-year,Fees/Tuition,2391
2016,North Carolina,Public In-State,4-year,Fees/Tuition,6944
2016,North Carolina,Public In-State,4-year,Room/Board,9421
2016,North Carolina,Public Out-of-State,2-year,Fees/Tuition,8300
2016,North Carolina,Public Out-of-State,4-year,Fees/Tuition,23309
2016,North Carolina,Public Out-of-State,4-year,Room/Board,9421
2016,North Dakota,Private,4-year,Fees/Tuition,13883
2016,North Dakota,Private,4-year,Room/Board,6220
2016,North Dakota,Public In-State,2-year,Fees/Tuition,4506
2016,North Dakota,Public In-State,4-year,Fees/Tuition,7208
2016,North Dakota,Public In-State,4-year,Room/Board,7639
2016,North Dakota,Public Out-of-State,2-year,Fees/Tuition,8719
2016,North Dakota,Public Out-of-State,4-year,Fees/Tuition,17727
2016,North Dakota,Public Out-of-State,4-year,Room/Board,7639
2016,Ohio,Private,4-year,Fees/Tuition,28953
2016,Ohio,Private,4-year,Room/Board,10496
2016,Ohio,Public In-State,2-year,Fees/Tuition,3642
2016,Ohio,Public In-State,4-year,Fees/Tuition,9757
2016,Ohio,Public In-State,4-year,Room/Board,11174
2016,Ohio,Public Out-of-State,2-year,Fees/Tuition,7738
2016,Ohio,Public Out-of-State,4-year,Fees/Tuition,23179
2016,Ohio,Public Out-of-State,4-year,Room/Board,11174
2016,Oklahoma,Private,4-year,Fees/Tuition,23658
2016,Oklahoma,Private,4-year,Room/Board,8645
2016,Oklahoma,Public In-State,2-year,Fees/Tuition,3349
2016,Oklahoma,Public In-State,4-year,Fees/Tuition,6680
2016,Oklahoma,Public In-State,4-year,Room/Board,7998
2016,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,8019
2016,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,18458
2016,Oklahoma,Public Out-of-State,4-year,Room/Board,7998
2016,Oregon,Private,4-year,Fees/Tuition,35034
2016,Oregon,Private,4-year,Room/Board,11228
2016,Oregon,Public In-State,2-year,Fees/Tuition,4148
2016,Oregon,Public In-State,4-year,Fees/Tuition,9406
2016,Oregon,Public In-State,4-year,Room/Board,11110
2016,Oregon,Public Out-of-State,2-year,Fees/Tuition,7874
2016,Oregon,Public Out-of-State,4-year,Fees/Tuition,28676
2016,Oregon,Public Out-of-State,4-year,Room/Board,11110
2016,Pennsylvania,Private,4-year,Fees/Tuition,37237
2016,Pennsylvania,Private,4-year,Room/Board,12658
2016,Pennsylvania,Public In-State,2-year,Fees/Tuition,4791
2016,Pennsylvania,Public In-State,4-year,Fees/Tuition,13516
2016,Pennsylvania,Public In-State,4-year,Room/Board,10719
2016,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,11801
2016,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,25367
2016,Pennsylvania,Public Out-of-State,4-year,Room/Board,10719
2016,Rhode Island,Private,4-year,Fees/Tuition,37406
2016,Rhode Island,Private,4-year,Room/Board,13647
2016,Rhode Island,Public In-State,2-year,Fees/Tuition,4266
2016,Rhode Island,Public In-State,4-year,Fees/Tuition,11321
2016,Rhode Island,Public In-State,4-year,Room/Board,11401
2016,Rhode Island,Public Out-of-State,2-year,Fees/Tuition,11496
2016,Rhode Island,Public Out-of-State,4-year,Fees/Tuition,27967
2016,Rhode Island,Public Out-of-State,4-year,Room/Board,11401
2016,South Carolina,Private,4-year,Fees/Tuition,23167
2016,South Carolina,Private,4-year,Room/Board,8942
2016,South Carolina,Public In-State,2-year,Fees/Tuition,4219
2016,South Carolina,Public In-State,4-year,Fees/Tuition,11791
2016,South Carolina,Public In-State,4-year,Room/Board,9359
2016,South Carolina,Public Out-of-State,2-year,Fees/Tuition,8510
2016,South Carolina,Public Out-of-State,4-year,Fees/Tuition,28702
2016,South Carolina,Public Out-of-State,4-year,Room/Board,9359
2016,South Dakota,Private,4-year,Fees/Tuition,22164
2016,South Dakota,Private,4-year,Room/Board,7611
2016,South Dakota,Public In-State,2-year,Fees/Tuition,5419
2016,South Dakota,Public In-State,4-year,Fees/Tuition,8273
2016,South Dakota,Public In-State,4-year,Room/Board,7834
2016,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5253
2016,South Dakota,Public Out-of-State,4-year,Fees/Tuition,11592
2016,South Dakota,Public Out-of-State,4-year,Room/Board,7834
2016,Tennessee,Private,4-year,Fees/Tuition,25053
2016,Tennessee,Private,4-year,Room/Board,9567
2016,Tennessee,Public In-State,2-year,Fees/Tuition,3940
2016,Tennessee,Public In-State,4-year,Fees/Tuition,8932
2016,Tennessee,Public In-State,4-year,Room/Board,8803
2016,Tennessee,Public Out-of-State,2-year,Fees/Tuition,15346
2016,Tennessee,Public Out-of-State,4-year,Fees/Tuition,24554
2016,Tennessee,Public Out-of-State,4-year,Room/Board,8803
2016,Texas,Private,4-year,Fees/Tuition,28880
2016,Texas,Private,4-year,Room/Board,10734
2016,Texas,Public In-State,2-year,Fees/Tuition,2017
2016,Texas,Public In-State,4-year,Fees/Tuition,8091
2016,Texas,Public In-State,4-year,Room/Board,9304
2016,Texas,Public Out-of-State,2-year,Fees/Tuition,5502
2016,Texas,Public Out-of-State,4-year,Fees/Tuition,21677
2016,Texas,Public Out-of-State,4-year,Room/Board,9304
2016,Utah,Private,4-year,Fees/Tuition,7571
2016,Utah,Private,4-year,Room/Board,7651
2016,Utah,Public In-State,2-year,Fees/Tuition,3569
2016,Utah,Public In-State,4-year,Fees/Tuition,6140
2016,Utah,Public In-State,4-year,Room/Board,7204
2016,Utah,Public Out-of-State,2-year,Fees/Tuition,11337
2016,Utah,Public Out-of-State,4-year,Fees/Tuition,18501
2016,Utah,Public Out-of-State,4-year,Room/Board,7204
2016,Vermont,Private,4-year,Fees/Tuition,39518
2016,Vermont,Private,4-year,Room/Board,12345
2016,Vermont,Public In-State,2-year,Fees/Tuition,6054
2016,Vermont,Public In-State,4-year,Fees/Tuition,15062
2016,Vermont,Public In-State,4-year,Room/Board,10848
2016,Vermont,Public Out-of-State,2-year,Fees/Tuition,11958
2016,Vermont,Public Out-of-State,4-year,Fees/Tuition,36475
2016,Vermont,Public Out-of-State,4-year,Room/Board,10848
2016,Virginia,Private,4-year,Fees/Tuition,21016
2016,Virginia,Private,4-year,Room/Board,9901
2016,Virginia,Public In-State,2-year,Fees/Tuition,4793
2016,Virginia,Public In-State,4-year,Fees/Tuition,11669
2016,Virginia,Public In-State,4-year,Room/Board,10220
2016,Virginia,Public Out-of-State,2-year,Fees/Tuition,10867
2016,Virginia,Public Out-of-State,4-year,Fees/Tuition,31559
2016,Virginia,Public Out-of-State,4-year,Room/Board,10220
2016,Washington,Private,4-year,Fees/Tuition,34412
2016,Washington,Private,4-year,Room/Board,11058
2016,Washington,Public In-State,2-year,Fees/Tuition,3771
2016,Washington,Public In-State,4-year,Fees/Tuition,7782
2016,Washington,Public In-State,4-year,Room/Board,10883
2016,Washington,Public Out-of-State,2-year,Fees/Tuition,6565
2016,Washington,Public Out-of-State,4-year,Fees/Tuition,28849
2016,Washington,Public Out-of-State,4-year,Room/Board,10883
2016,West Virginia,Private,4-year,Fees/Tuition,11721
2016,West Virginia,Private,4-year,Room/Board,8465
2016,West Virginia,Public In-State,2-year,Fees/Tuition,3825
2016,West Virginia,Public In-State,4-year,Fees/Tuition,6900
2016,West Virginia,Public In-State,4-year,Room/Board,9527
2016,West Virginia,Public Out-of-State,2-year,Fees/Tuition,9077
2016,West Virginia,Public Out-of-State,4-year,Fees/Tuition,18833
2016,West Virginia,Public Out-of-State,4-year,Room/Board,9527
2016,Wisconsin,Private,4-year,Fees/Tuition,29777
2016,Wisconsin,Private,4-year,Room/Board,9586
2016,Wisconsin,Public In-State,2-year,Fees/Tuition,4382
2016,Wisconsin,Public In-State,4-year,Fees/Tuition,8504
2016,Wisconsin,Public In-State,4-year,Room/Board,7690
2016,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,7336
2016,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,21327
2016,Wisconsin,Public Out-of-State,4-year,Room/Board,7690
2016,Wyoming,Private,4-year,Fees/Tuition,18021
2016,Wyoming,Public In-State,2-year,Fees/Tuition,2788
2016,Wyoming,Public In-State,4-year,Fees/Tuition,4178
2016,Wyoming,Public In-State,4-year,Room/Board,9764
2016,Wyoming,Public Out-of-State,2-year,Fees/Tuition,6733
2016,Wyoming,Public Out-of-State,4-year,Fees/Tuition,12770
2016,Wyoming,Public Out-of-State,4-year,Room/Board,9764
2017,Alabama,Private,4-year,Fees/Tuition,15422
2017,Alabama,Private,4-year,Room/Board,9288
2017,Alabama,Public In-State,2-year,Fees/Tuition,4362
2017,Alabama,Public In-State,4-year,Fees/Tuition,9466
2017,Alabama,Public In-State,4-year,Room/Board,9586
2017,Alabama,Public Out-of-State,2-year,Fees/Tuition,9075
2017,Alabama,Public Out-of-State,4-year,Fees/Tuition,24000
2017,Alabama,Public Out-of-State,4-year,Room/Board,9586
2017,Alaska,Private,4-year,Fees/Tuition,18876
2017,Alaska,Private,4-year,Room/Board,7255
2017,Alaska,Public In-State,2-year,Fees/Tuition,3820
2017,Alaska,Public In-State,4-year,Fees/Tuition,7210
2017,Alaska,Public In-State,4-year,Room/Board,10160
2017,Alaska,Public Out-of-State,2-year,Fees/Tuition,3820
2017,Alaska,Public Out-of-State,4-year,Fees/Tuition,21431
2017,Alaska,Public Out-of-State,4-year,Room/Board,10160
2017,Arizona,Private,4-year,Fees/Tuition,13140
2017,Arizona,Private,4-year,Room/Board,9419
2017,Arizona,Public In-State,2-year,Fees/Tuition,2129
2017,Arizona,Public In-State,4-year,Fees/Tuition,10057
2017,Arizona,Public In-State,4-year,Room/Board,11434
2017,Arizona,Public Out-of-State,2-year,Fees/Tuition,7931
2017,Arizona,Public Out-of-State,4-year,Fees/Tuition,25061
2017,Arizona,Public Out-of-State,4-year,Room/Board,11434
2017,Arkansas,Private,4-year,Fees/Tuition,21710
2017,Arkansas,Private,4-year,Room/Board,8094
2017,Arkansas,Public In-State,2-year,Fees/Tuition,3195
2017,Arkansas,Public In-State,4-year,Fees/Tuition,7924
2017,Arkansas,Public In-State,4-year,Room/Board,8947
2017,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4582
2017,Arkansas,Public Out-of-State,4-year,Fees/Tuition,19323
2017,Arkansas,Public Out-of-State,4-year,Room/Board,8947
2017,California,Private,4-year,Fees/Tuition,31495
2017,California,Private,4-year,Room/Board,13227
2017,California,Public In-State,2-year,Fees/Tuition,1262
2017,California,Public In-State,4-year,Fees/Tuition,7896
2017,California,Public In-State,4-year,Room/Board,13459
2017,California,Public Out-of-State,2-year,Fees/Tuition,7120
2017,California,Public Out-of-State,4-year,Fees/Tuition,28253
2017,California,Public Out-of-State,4-year,Room/Board,13459
2017,Colorado,Private,4-year,Fees/Tuition,22627
2017,Colorado,Private,4-year,Room/Board,11710
2017,Colorado,Public In-State,2-year,Fees/Tuition,3565
2017,Colorado,Public In-State,4-year,Fees/Tuition,9352
2017,Colorado,Public In-State,4-year,Room/Board,11591
2017,Colorado,Public Out-of-State,2-year,Fees/Tuition,10152
2017,Colorado,Public Out-of-State,4-year,Fees/Tuition,28986
2017,Colorado,Public Out-of-State,4-year,Room/Board,11591
2017,Connecticut,Private,4-year,Fees/Tuition,38975
2017,Connecticut,Private,4-year,Room/Board,14223
2017,Connecticut,Public In-State,2-year,Fees/Tuition,4189
2017,Connecticut,Public In-State,4-year,Fees/Tuition,11726
2017,Connecticut,Public In-State,4-year,Room/Board,12448
2017,Connecticut,Public Out-of-State,2-year,Fees/Tuition,12528
2017,Connecticut,Public Out-of-State,4-year,Fees/Tuition,32836
2017,Connecticut,Public Out-of-State,4-year,Room/Board,12448
2017,Delaware,Private,4-year,Fees/Tuition,14383
2017,Delaware,Private,4-year,Room/Board,11613
2017,Delaware,Public In-State,4-year,Fees/Tuition,9578
2017,Delaware,Public In-State,4-year,Room/Board,12121
2017,Delaware,Public Out-of-State,4-year,Fees/Tuition,28497
2017,Delaware,Public Out-of-State,4-year,Room/Board,12121
2017,District of Columbia,Private,4-year,Fees/Tuition,40618
2017,District of Columbia,Private,4-year,Room/Board,15051
2017,District of Columbia,Public In-State,4-year,Fees/Tuition,5612
2017,District of Columbia,Public Out-of-State,4-year,Fees/Tuition,11756
2017,Florida,Private,4-year,Fees/Tuition,24360
2017,Florida,Private,4-year,Room/Board,11515
2017,Florida,Public In-State,2-year,Fees/Tuition,2552
2017,Florida,Public In-State,4-year,Fees/Tuition,4435
2017,Florida,Public In-State,4-year,Room/Board,10371
2017,Florida,Public Out-of-State,2-year,Fees/Tuition,9122
2017,Florida,Public Out-of-State,4-year,Fees/Tuition,18304
2017,Florida,Public Out-of-State,4-year,Room/Board,10371
2017,Georgia,Private,4-year,Fees/Tuition,27220
2017,Georgia,Private,4-year,Room/Board,11897
2017,Georgia,Public In-State,2-year,Fees/Tuition,2895
2017,Georgia,Public In-State,4-year,Fees/Tuition,7010
2017,Georgia,Public In-State,4-year,Room/Board,10343
2017,Georgia,Public Out-of-State,2-year,Fees/Tuition,7958
